영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,도시명
Sir Seewoosagur Ramgoolam International Airport,서 씨우사구 람굴람 국제공항,MRU,FIMP,아프리카,Mauritius,모리셔스,Plaine Magnien,플레인 매그니엔
Sir Seretse Khama International Airport,서 서츠 카마 국제공항,GBE,FBSK,아프리카,Botswana,보츠와나,Gaborone,가보로네
Sirjan Airport,시르잔 공항,SYJ,OIKY,중동,Iran,이란,Sirjan,시르잔
Sırnak Airport,Sırnak 공항,NKT,LTCV,유럽,Turkey,터키,Sirnak,시르나크
Sitia Public Airport,시티아 퍼블릭 공항,JSH,LGST,유럽,Greece,그리스,Sitia,시티아
Sivas Airport,시바스 공항,VAS,LTAR,유럽,Turkey,터키,Sivas,시바스
Skagen Airport,스카젠 공항,SKN,ENSK,유럽,Norway,노르웨이,Stokmarknes,스톡마크네스
Skardu Airport,스카르두 공항,KDU,OPSD,아시아,Pakistan,파키스탄,Skardu,스카르두
Skavsta Airport,스카프스타 공항,NYO,ESKN,유럽,Sweden,스웨덴,Stockholm,스톡홀름
Skelleftea Airport,셸레프테오 공항,SFT,ESNS,유럽,Sweden,스웨덴,Skelleftea,스켈레프티
Skien Airport ,시엔 공항,SKE,ENSN,유럽,Norway,노르웨이,Skien,스키엔
Skyros Island National Airport,스키로스 아일랜드 내셔널 공항,SKU,LGSY,유럽,Greece,그리스,Skiros,스키로스
Sliac Airport,슬라이치 공항,SLD,LZSL,유럽,Slovakia,슬로바키아,Sliac,슬랙
Snilow Airport,스닐로우 공항,LWO,UKLL,유럽,Ukraine,우크라이나,Lviv,리비우
Soekarno-Hatta International Airport,소엑카르노 하타 국제공항,CGK,WIII,아시아,Indonesia,인도네시아,Jakarta,자카르타
Soellingen Airport,쇨링젠 공항,FKB,EDSB,유럽,Germany,독일,Baden Baden,바덴바덴
Sofia Airport ,소피아 공항,SOF,LBSF,유럽,Bulgaria,불가리아,Sofia,소피아
Sohag International Airport,Sohag 국제공항,HMB,HEMK,아프리카,Egypt,이집트,Sohag,소학
Sohar Airport,소하르 공항,OHS,OOSH,중동,Oman,오만,Sohar ,소하르
Sokol Airport,수코이 공항,GDX,UHMM,유럽,Russia,러시아,Magadan,마가단
Sola Airport,솔라 공항,SVG,ENZV,유럽,Norway,노르웨이,Stavanger,스타방에르
Son Bonet Aerodrome,손 보넷 비행장,SBO,LESB,유럽,Spain,스페인,Son Bonet,손보넷
Sonderborg Airport,손더보리 공항,SGD,EKSB,유럽,Denmark,덴마크,Sonderborg,손더보르그
Sonoma County Airport,새노마 카운티 공항,STS,KSTS,북미,United States,미국,Santa Rosa CA,산타 로사 CA
Sorkjosen Airport,쇠르쿄젠 공항,SOJ,ENSR,유럽,Norway,노르웨이,Sorkjosen,소르크조센
Soummam Airport,수우맘 공항,BJA,DAAE,아프리카,Algeria,알제리,Bejaia,베자이아
South Bend Regional Airport,사우스벤드 공항,SBN,KSBN,북미,United States,미국,South Bend IN,사우스벤드 IN
Southampton International Airport ,사우샘프턴 국제공항,SOU,EGHI,유럽,United Kingdom,영국,Southampton,사우샘프턴
Southend Airport,사우스엔드 시공항,SEN,EGMC,유럽,United Kingdom,영국,Southend,사우스엔드
Southwest Florida Regional Airport,사우스웨스트 플로리다 지역공항,RSW,KRSW,북미,United States,미국,Fort Myers FL,포트마이어스 FL
Southwest Georgia Regional Airport,사우스웨스트 조지아 공항,ABY,KABY,북미,United States,미국,Albany GA,올버니 GA
Split Airport,스플리트 공항,SPU,LDSP,유럽,Croatia,크로아티아,Split,분할
Spokane International Airport,스포캔 국제공항,GEG,KGEG,북미,United States,미국,Spokane WA,스포캔 와
Spring Island airport,스프링 아일랜드 공항,YSQ,,아시아,Macao,마카오,Songyuan,쑹위안
Springfield-Branson National Airport,스프링필드 브랜슨 공항,SGF,KSGF,북미,United States,미국,Springfield MO,스프링필드 MO
Springhill Airport,스프링힐 공항,OAG,YORG,대양주,Australia,오스트레일리아,Orange,오렌지색
Srinagar Air Force Base,스리나가르 공군기지,SXR,VISR,아시아,India,인도,Srinagar,스리나가르
St Gatien Airport,생 가티엥 공항,DOL,LFRG,유럽,France,프랑스,Deauville,도빌
St Marys Airport,세인트 메리즈 공항,ISC,EGHE,유럽,United Kingdom,영국,Isles of Scilly,실리 제도
St Nazaire Montoir Airport,생나제르 몽트와 공항,SNR,LFRZ,유럽,France,프랑스,Saint-Nazaire,생나제르
St Petersburg Clearwater International Airport,세인트 피터스버그 국제공항,PIE,KPIE,북미,United States,미국,St Petersburg FL,상트페테르부르크 FL
St. Gallen-Altenrhein Airport,세인트 갈런 알테르하임 공항,ACH,LSZR,유럽,Switzerland,스위스,St. Gallen,세인트갤런
St. Johns International Airport,산존스 공항,YYT,CYYT,북미,Canada,캐나다,St John NL,세인트 존 NL
St. Paul the Apostle Airport ,생 폴 더 아포스틀 공항 ,OHD,LWOH,유럽,North Macedonia,북마케도니아,Ohrid,오흐리드
Standiford Field Airport,스탠디포드 필드 공항,SDF,KSDF,북미,United States,미국,Louisville KY,루이빌 KY
Stansted Airport,스텐스테드 공항,STN,EGSS,유럽,United Kingdom,영국,London,런던
Stewart Airport,스튜어트 공항,SWF,KSWF,북미,United States,미국,New Windsor NY,뉴 윈저 NY
Stockton Metro Airport,스탄턴 메트로 공항,SCK,KSCK,북미,United States,미국,Stockton CA,스톡턴 CA
Stokka Airport,스토카 공항,SSJ,ENST,유럽,Norway,노르웨이,Sandnessjoen,샌니스조엔
Stord Airport ,스토르드 공항 ,RET,ENRS,유럽,Norway,노르웨이,Rost,로스트
"Stord Airport, Sorstokken",스토르드 공항,SRP,ENSO,유럽,Norway,노르웨이,Stord,스토드
Stornoway Airport,스토노와 공항,SYY,EGPO,유럽,United Kingdom,영국,Stornoway,스토노웨이
Strezhevoy Airport,스트레체보이 공항,SWT,UNSS,유럽,Russia,러시아,Strezhevoy ,슈트레제보이
Strigino Airport,스트리기노 공항,GOJ,UWGG,유럽,Russia,러시아,Nizhniy Novgorod,니즈니노브고로드
Sturup Airport,스투럽 공항,MMX,ESMS,유럽,Sweden,스웨덴,Malmo,말모
Subic Bay International Airport,수빅만 국제공항,SFS,RPLB,아시아,Philippines,필리핀,Olongapo City,올롱가포 시
Suboficial Aytes Germano Airport,소보피셜 에이트 제르마노 공항,AFA,SAMR,중남미,Argentina,아르헨티나,San Rafael,산라파엘
Sud Corse Airport,쉬 코세 공항,FSC,LFKF,유럽,France,프랑스,Figari,피가리
Sui Airport,수이 공항,SUL,OPSU,아시아,Pakistan,파키스탄,Sui ,수이
Sukhothai Airport,수코타이 공항,THS,VTPO,아시아,Thailand,태국,Sukhothai ,수코타이
Sukkur Airport,수쿠르 공항,SKZ,OPSK,아시아,Pakistan,파키스탄,Sukkur,수쿠르
Suleyman Demirel Airport,술래이만 더미럴 공항,ISE,LTFC,유럽,Turkey,터키,Suleyman Demirel-Isp,술레이만 데미렐-이스프
Sultan Abdul Aziz Shah Airport,술탄 압둘 아지즈 샤 공항,SZB,WMSA,아시아,Malaysia,말레이시아,Subang,수방
Sultan Abdul Halim Airport,술탄 압둘 하림 공항,AOR,WMKA,아시아,Malaysia,말레이시아,Alor Setar,알로르 세타르
Sultan Azlan Shah Airport,술탄 아즐란 샤 공항,IPH,WMKI,아시아,Malaysia,말레이시아,Ipoh,이포
Sultan Ismail International Airport,술탄 이스마일 국제공항,JHB,WMKJ,아시아,Malaysia,말레이시아,Johor Bahru,조호르 바루
Sultan Mahmood Airport,술탄 마호메드 공항,TGG,WMKN,아시아,Malaysia,말레이시아,Kuala Terengganu,쿠알라룸푸르
Sultan Mahmud Badaruddin II Airport,술탄 무하무드 바다루딘 II 공항,PLM,WIPP,아시아,Indonesia,인도네시아,Palembang,팔렘방
Sultan Taha Syarifudin Airport,술탄 나야 시아리푸딘 공항,DJB,WIPA,아시아,Indonesia,인도네시아,Jambi,잠비
Sumburgh Airport,섬버그 공항,LSI,EGPB,유럽,United Kingdom,영국,Sumburgh,섬버그
Sundsvall-Timra Airport,순스발 티므루 ,SDL,ESNN,유럽,Sweden,스웨덴,Sundsvall,선즈볼
Supadio Airport,수팔디오 공항,PNK,WIOO,아시아,Indonesia,인도네시아,Pontianak,폰티아나크
Sur Reina Sofia Airport,쉬흐 라이나 소피아 공항,TFS,GCTS,유럽,Spain,스페인,Tenerife,테네리페
Surat Airport,수라트 공항,STV,VASU,아시아,India,인도,Surat,수랏
Surat Thani Airport,수랏타니 공항,URT,VTSB,아시아,Thailand,태국,Surat Thani,수랏타니
Surgut Airport,수르것 공항,SGC,USRR,유럽,Russia,러시아,Surgut,수르굿
Surigao Airport,수리가오 공항,SUG,RPMS,아시아,Philippines,필리핀,Surigao,수리가오
Suvarnabhumi International Airport ,수완나푸미 국제공항 ,BKK,VTBS,아시아,Thailand,태국,Bangkok,방콕
Svalbard Airport,스발바그드 공항,LYR,ENSB,유럽,Norway,노르웨이,Longyearbyen,롱이어바이엔
Sveg Airport,스베그 공항,EVG,ESND,유럽,Sweden,스웨덴,Sveg,스베그
Syamsudin Noor Airport,시암수딘 누어 공항,BDJ,WAOO,아시아,Indonesia,인도네시아,Banjarmasin,반자르마신
Syktyvkar Airport,식티프카르 공항,SCW,UUYY,유럽,Russia,러시아,Syktyvkar,시크티프카르
Szczytno-Szymany International Airport,시트노 사미니 국제공항,SZY,EPSY,유럽,Poland,폴란드,Szymany,스자니
T.F. Green Airport ,T.F 그린 스테이트 공항 ,PVD,KPVD,북미,United States,미국,Warwick RI,워릭 RI
Taba International Airport,타바 국제공항,TCP,HETB,아프리카,Egypt,이집트,Taba,타바
Tabarka 7 November Airport,타바카 7 노벰버 공항,TBJ,DTKA,아프리카,Tunisia,튀니지,Tabarka,타바르카
Tabas Airport,터바스 공항,TCX,OIMT,중동,Iran,이란,Tabas,타바스
Tabatinga International Airport,타바팅가 국제공항,TBT,SBTT,중남미,Brazil,브라질,Tabatinga,타바팅가
Tablas Airport ,타블라스 공항,TBH,RPVU,아시아,Philippines,필리핀,Tugdan,터그단
Tabriz International Airport,타브리즈 국제공항,TBZ,OITT,중동,Iran,이란,Tabriz,타브리즈
Tabuk Regional Airport,타부크 공항,TUU,OETB,중동,Saudi Arabia,사우디아라비아,Tabuk,타부크
Tagbilaran City Airport,탁빌라란 공항,TAG,RPVT,아시아,Philippines,필리핀,Tagbilaran,타그빌라란
Tahoua Airport,타후아 공항,THZ,DRRT,아프리카,Niger,니제르,Taouha ,타우하
Taichung Airport,타이중 공항,RMQ,RCMQ,아시아,Chinese Taipei,대만,Taichung,타이중
Taif Regional Airport,타이프 지역공항,TIF,OETF,중동,Saudi Arabia,사우디아라비아,Taif,타이프
Tainan Airport,타이난 공항,TNN,RCNN,아시아,Chinese Taipei,대만,Tainan,타이난
Taipei Songshan Airport,타이베이 송산 공항,TSA,RCSS,아시아,Chinese Taipei,대만,Taipei,타이베이
Taitung Airport,대동 공항,TTT,RCFN,아시아,Chinese Taipei,대만,Taitung,타이둥
Taiwan Taoyuan International Airport ,타이완 타오유완 국제공항 ,TPE,RCTP,아시아,Chinese Taipei,대만,Taipei,타이베이
Taiyuan Wusu Airport,타이위안 우수 공항,TYN,ZBYN,아시아,Macao,마카오,Taiyuan,타이위안
Tajima Airport,타지마 공항,TJH,RJBT,아시아,Japan,일본,Toyooka,도요오카
Tak Airport,탁 공항,TKT,VTPT,아시아,Thailand,태국,Tak ,탁
Takamatsu Airport,다카마쓰 공항,TAK,RJOT,아시아,Japan,일본,Takamatsu,다카마쓰
Takapoto Airport,타카포토 공항,TKP,NTGT,대양주,French Plynesia,프랑스령폴리네시아,Takapoto,타카포토
Takaroa Airport,타카로아 공항,TKX,NTKR,대양주,French Plynesia,프랑스령폴리네시아,Takaroa,다카로아
Takume Airport,타쿠메 공항,TJN,NTKM,대양주,French Plynesia,프랑스령폴리네시아,Takume,다쿠메
Talagi Airport,탈라기 공항,ARH,ULAA,유럽,Russia,러시아,Arkhangelsk,아르한겔스크
Tallahassee Regional Airport,탤러해시 지역공항,TLH,KTLH,북미,United States,미국,Tallahassee FL,탈라하시 FL
Tamanrasset Airport,타만라셋 공항,TMR,DAAT,아프리카,Algeria,알제리,Tamanrasset,타만라세트
Tambacounda Airport,탐부컨다 공항,TUD,GOTT,아프리카,Senegal,세네갈,Tambacounda,탐바쿤다
Tambov Donskoye Airport,탐보브 도스코예 공항,TBW,UUOT,유럽,Russia,러시아,Tambov,탐보프
Tampa International Airport,탬파 국제공항,TPA,KTPA,북미,United States,미국,Tampa FL,탬파FL
Tampere-Pirkkala Airport,탐페레 피칼라 공항,TMP,EFTP,유럽,Finland,핀란드,Tampere,탐페레
Tamuin National Airport,타무이누 국립공항,TSL,MMTN,중남미,Mexico,멕시코,Tamuin,타무인
Tamworth Airport,탬워스 공항,TMW,YSTW,대양주,Australia,오스트레일리아,Tamworth,탐워스
Tan Son Nhat Airport,탄 손 낫 공항 ,SGN,VVTS,아시아,Viet Nam,베트남,Ho Chi Minh City,호찌민 시
Tancredo Neves International Airport ,탄크레도 니브스 국제공항 ,CNF,SBCF,중남미,Brazil,브라질,Belo Horizonte,벨로오리존치
Tandag Airport,탄다그 공항,TDG,RPWW,아시아,Philippines,필리핀,Tandag,탄닥
Tanegashima Airport,다네가시마 공항,TNE,RJFG,아시아,Japan,일본,Tanegashima,다네가시마
Tanga Airport,탕가 공항,TGT,HTTG,아프리카,Tanzania,탄자니아,Tanga,탕가
Tangshan Sannuhe Airport,당산 산누허 공항,TVS,ZBTS,아시아,Macao,마카오,Tangshan,탕산
Tapachula International Airport,타파출라 국제공항,TAP,MMTP,중남미,Mexico,멕시코,Tapachula,타파쿨라
Tarama Airport,타라마 공항,TRA,RORT,아시아,Japan,일본,Tarama,타라마
Taranto-Grottaglie ,타란토 그로타글리에 마르셀로 아를로타 공항 ,TAR,LIBG,유럽,Italy,이탈리아,Taranto,타란토
Tarbes-Ossun-Lourdes Airport,타르부 우순 루르드 국제공항,LDE,LFBT,유럽,France,프랑스,Lourdes,루르드
Targu Mures International Airport,티구루 무레슈 국제공항,TGM,LRTM,유럽,Romania,루마니아,Targu Mures,타구 뮤레스
Tashkent International Airport,타슈켄트 국제 공항,TAS,UTTT,아시아,Uzbekistan,우즈베키스탄,Tashkent,타슈켄트
Tatakoto Airport,타타코토 공항,TKV,NTGO,대양주,French Plynesia,프랑스령폴리네시아,Tatakoto,다타코토
Tawau International Airport,타와무 국제공항,TWU,WBKW,아시아,Malaysia,말레이시아,Tawau,타와우 주
Tbilisi International Airport ,트빌리시 국제공항 ,TBS,UGTB,아시아,Georgia,조지아,Tbilisi,트빌리시
Tebessa Airport,테싸 공항,TEE,DABS,아프리카,Algeria,알제리,Tbessa,트베사
Ted Stevens International Airport ,테드 스티븐스 국제공항 ,ANC,PANC,북미,United States,미국,Anchorage AK,앵커리지 AK
Tefe Airport,테페 공항,TFF,SBTF,중남미,Brazil,브라질,Tefe,테페
Tegel International Airport,테겔 국제공항,TXL,EDDT,유럽,Germany,독일,Berlin,베를린
Tehuacan Airport,테후카 공항,TCN,MMHC,중남미,Mexico,멕시코,Tehuacan,테후아칸
Temae Airport,테마에 공항,MOZ,NTTM,대양주,French Plynesia,프랑스령폴리네시아,Moorea,무어라
Tenerife North Airport ,노르테 로스 로데오스 공항,TFN,GCXO,유럽,Spain,스페인,Tenerife,테네리페
Tengchong Tuofeng Airport,텅충 투공 공항,TCZ,ZUTC,아시아,Macao,마카오,Tenchong County,텐충 현
Tepual Airport,테후알 공항,PMC,SCTE,중남미,Chile,칠레,Puerto Montt,푸에르토몽트
Termas de Rio Hondo Airport,라스 테르마스 공항,RHD,SANR,중남미,Argentina,아르헨티나,TERMAS DE RIO HONDO,테마스 데리오 혼도
Termez Airport,테르메스 공항,TMJ,UTST,아시아,Uzbekistan,우즈베키스탄,Termez,테르메즈
Teterboro Airport,테터보로 공항,TEB,KTEB,북미,United States,미국,Teterboro NJ,테터보론 NJ
Texarkana Regional Airport,텍사카나 지역공항,TXK,KTXK,북미,United States,미국,Texarkana AR,텍사르카나 AR
Tezpur Airport ,테즈퍼 공항 ,TEZ,VETZ,아시아,India,인도,Tezpur,테즈푸르
Thalerhof Airport,탤러호프 공항,GRZ,LOWG,유럽,Austria,오스트리아,Graz,잔디밭
The Blaye Airport,더 블라예 공항,ACI,EGJA,유럽,United Kingdom,영국,Alderney,올더니
The Eastern Iowa Airport ,이스턴 아이오와 공항 ,CID,KCID,북미,United States,미국,Cedar Rapids IA,시더래피즈 IA
Thessaloniki International Airport ,테살로니키 국제공항 ,SKG,LGTS,유럽,Greece,그리스,Thessaloniki,테살로니키
Thiruvananthapuram International Airport,트리반드럼 국제공항,TRV,VOTV,아시아,India,인도,Trivandrum,트리반드럼
Thisted Airport,티스테드 공항,TED,EKTS,유럽,Denmark,덴마크,Thisted,티스티드
Tho Xuan Airport,토사안 공항,THD,VVTX,아시아,Viet Nam,베트남,Sao Vang,사오방
Tianjin Binhai International Airport,톈진 빈하이 국제공항,TSN,ZBTJ,아시아,Macao,마카오,Tianjin,톈진
Tianshui Maijishan Airport,Tianshui Maijishan Airport,THQ,ZLTS,아시아,Macao,마카오,Tianshui,톈수이
Tijuana International Airport ,티후아나 국제공항 ,TIJ,MMTJ,중남미,Mexico,멕시코,Tijuana,티후아나
Tikehau Airport,타케하우 공항,TIH,NTGC,대양주,French Plynesia,프랑스령폴리네시아,Tikehau,티케하우
Tiksi Airport,틱시 공항,IKS,UEST,유럽,Russia,러시아,Tiksi,틱시
Timbiqui Airport,Timbiqui 공항,TBD,SKMB,중남미,Colombia,콜롬비아,Timbiqui,팀비키
Timimoun Airport,티미먼 공항,TMX,DAUT,아프리카,Algeria,알제리,Timimoun,티미문
Timisoara International Airport,티미쇼아라 트라이언 부이아 국제공항,TSR,LRTR,유럽,Romania,루마니아,Timisoara,티미소아라
Tindouf Airport,틴도프 공항,TIN,DAOF,아프리카,Algeria,알제리,Tindouf,틴두프
Tingo Maria Airport,팅고 마리아 공항,TGI,SPGM,중남미,Peru,페루,Tingo Maria ,팅고 마리아
Tinian International Airport,티니안 국제공항,TIQ,PGWT,대양주,Northern Mariana Islands,북마리아나제도,Tinian,티니안
Tioman Airport,티오만 공항,TOD,WMBT,아시아,Malaysia,말레이시아,Tioman,티오만
Tirana Rinas Airport,티라나 리냐스 공항 ,TIA,LATI,유럽,Albania,알바니아,Tirana,티라나
Tiree Airport,타이리 공항,TRE,EGPU,유럽,United Kingdom,영국,Tiree,타이레
Tirstrup Airport,터스럽 공항,AAR,EKAH,유럽,Denmark,덴마크,Aarhus,오르후스
Tiruchirapalli Civil Airport,티룬치라팔리 시빌 공항,TRZ,VOTR,아시아,India,인도,Tiruchirapalli,티루치라팔리
Tirupati Airport,티루파티 공항,TIR,VOTP,아시아,India,인도,Tirupati,티루파티
